Belegnummer;Personennummer;Buchungsdatum;Betrag;Verwendungszweck
15523;10063;08.08.2025;150,95;Rechnung 2024-1869, Rückfragen unter (054) 3316722
12338;10070;15.08.2025;7370,46;Rechnung 2024-2177, Rückfragen unter 0791/239987-63
13906;10371;22.09.2025;702,61;Dauerauftrag April
11267;10371;04.09.2025;8432,46;"Miete Dezember; Konto DE23999999990000010371"
12142;10784;05.01.2025;-2260,91;Lastschrift DE76999999990000010784
15565;10147;24.04.2025;-2986,48;Rückzahlung an renate.achterberg@beispiel-firma.de
15579;10287;12.01.2025;2039,77;Rechnung 2024-9436, Rückfragen unter 0808/783452-58
11253;10021;06.09.2025;8326,01;Gutschrift Vorgang 5122
10476;10364;06.08.2025;-2973,42;Lastschrift DE16999999990000010364
15656;10616;30.04.2025;-697,35;Rechnung 2024-7879, Rückfragen unter 0647/689141-39
13430;10420;13.05.2025;2419,39;Gutschrift Vorgang 5516
12233;10812;11.07.2025;8584,03;Gutschrift Vorgang 2681
12240;10539;19.08.2025;434,36;Überweisung an Elke Achterberg
14172;10490;15.02.2025;-405,72;Rückzahlung an norbert.gruenwald@beispiel-firma.de
12919;10203;22.01.2025;3990,50;Überweisung an Irene Niederegger
11694;10378;27.02.2025;6879,54;Rückzahlung an frank.vollmering@beispiel-firma.de
11526;10721;18.11.2025;8208,59;Dauerauftrag November
11120;10224;14.05.2025;4803,79;Beitrag September – Kundennummer 10224
11680;10833;08.06.2025;-1615,34;"Miete Oktober; Konto DE35999999990000010833"
15026;10539;21.04.2025;155,88;Beitrag April – Kundennummer 10539
14858;10616;27.08.2025;4607,08;Gutschrift Vorgang 8798
11750;10091;21.07.2025;-2406,04;"Miete November; Konto DE13999999990000010091"
12940;10539;08.12.2025;2302,94;Beitrag Juli – Kundennummer 10539
11946;10147;29.10.2025;-1846,40;Überweisung an Renate Achterberg
14305;10756;12.09.2025;5803,64;Gutschrift Vorgang 9588
10280;10182;01.05.2025;1810,34;Rückzahlung an peter.zangerle@beispiel-firma.de
10105;10553;20.06.2025;-586,80;Dauerauftrag November
14928;10427;10.04.2025;5359,46;Überweisung an Heike Niederegger
11995;10455;11.06.2025;-2398,42;Beitrag Februar – Kundennummer 10455
14459;10434;07.03.2025;4932,47;Gutschrift Vorgang 7070
13248;10686;12.08.2025;5983,58;Rückzahlung an bernd.reinsberg@beispiel-firma.de
12597;10819;29.01.2025;7313,07;Beitrag September – Kundennummer 10819
13150;10700;01.03.2025;7578,08;Überweisung an Holger Baumgartner
13339;10742;20.09.2025;6293,57;Überweisung an Frank Jahnke
15754;10273;11.02.2025;6765,98;Rechnung 2024-0146, Rückfragen unter 0248/593368-61
13962;10791;21.09.2025;-2051,36;Gutschrift Vorgang 3750
14669;10336;04.08.2025;5644,19;Beitrag Januar – Kundennummer 10336
10903;10245;01.04.2025;7245,22;Lastschrift DE77999999990000010245
15516;10616;11.03.2025;-457,36;Überweisung an Ingo Pflüger
15068;10518;24.05.2025;-322,67;Rechnung 2024-9849, Rückfragen unter 0665/704340-35
11540;10833;11.12.2025;3131,02;Beitrag Dezember – Kundennummer 10833
12674;10735;25.04.2025;1291,84;Rückzahlung an doris.muehlbauer@beispiel-firma.de
12597;10336;03.11.2025;-2910,86;Dauerauftrag Oktober
14676;10098;26.12.2025;8585,67;Lastschrift DE20999999990000010098
13269;10798;01.03.2025;-1312,41;Lastschrift DE90999999990000010798
15096;10245;25.01.2025;2218,85;Lastschrift DE77999999990000010245
15313;10434;25.07.2025;-2040,10;"Miete Januar; Konto DE86999999990000010434"
12226;10280;22.11.2025;7421,87;Überweisung an Peter Pflüger
10105;10651;18.05.2025;6154,57;Überweisung an Claudia Jahnke
12961;10707;18.01.2025;3477,15;Beitrag Januar – Kundennummer 10707
10301;10476;05.10.2025;-422,94;"Miete Juni; Konto DE38999999990000010476"
14431;10028;12.09.2025;2351,45;Rückzahlung an norbert.zangerle@beispiel-firma.de
14970;10322;17.08.2025;5870,99;Beitrag Mai – Kundennummer 10322
13927;10714;30.07.2025;-2668,14;Überweisung an Dieter Fassbender
15278;10448;12.06.2025;899,67;Beitrag September – Kundennummer 10448
10560;10378;06.04.2025;3048,16;Gutschrift Vorgang 9739
15348;10420;30.06.2025;1346,94;Dauerauftrag Juli
12380;10245;28.07.2025;-761,23;Überweisung an Gisela Niederegger
14669;10035;20.01.2025;4059,39;Gutschrift Vorgang 4772
15705;10252;20.10.2025;3089,84;"Miete März; Konto DE84999999990000010252"
10714;10539;15.01.2025;2015,48;Rechnung 2024-1772, Rückfragen unter 0511/563418-82
15229;10658;28.12.2025;7049,12;"Miete Mai; Konto DE40999999990000010658"
11176;10294;05.11.2025;3081,56;Lastschrift DE36999999990000010294
10399;10252;31.12.2025;6920,67;Beitrag April – Kundennummer 10252
13318;10525;09.12.2025;230,55;"Miete Juni; Konto DE87999999990000010525"
12947;10469;07.05.2025;-139,55;Lastschrift DE31999999990000010469
13409;10294;28.01.2025;6210,15;Dauerauftrag September
11085;10672;17.12.2025;4491,85;Lastschrift DE54999999990000010672
14515;10056;07.09.2025;2040,73;Gutschrift Vorgang 0655
11190;10224;01.08.2025;-2881,24;Rückzahlung an peter.cordes@beispiel-firma.de
14858;10042;11.02.2025;6878,96;"Miete November; Konto DE54999999990000010042"
14172;10399;15.07.2025;1560,60;Lastschrift DE51999999990000010399
14410;10819;24.10.2025;-2849,64;Gutschrift Vorgang 8863
13885;10623;01.04.2025;7524,20;Rückzahlung an nadine.wachsmuth@beispiel-firma.de
10434;10630;22.09.2025;3634,93;Gutschrift Vorgang 8811
13689;10504;14.08.2025;4386,01;Gutschrift Vorgang 4783
13724;10287;18.10.2025;-2792,24;Beitrag Oktober – Kundennummer 10287
10567;10595;10.09.2025;6187,86;Gutschrift Vorgang 7847
14277;10490;21.02.2025;7654,62;Gutschrift Vorgang 1821
13199;10679;20.10.2025;1306,40;Überweisung an Anja Steinkamp
11141;10504;16.03.2025;-2580,69;Dauerauftrag Juni
11127;10175;26.01.2025;3650,49;Lastschrift DE07999999990000010175
11113;10525;20.09.2025;5222,42;Rechnung 2024-9476, Rückfragen unter 0459/639653-35
14004;10161;11.06.2025;1522,53;Rechnung 2024-3365, Rückfragen unter (065) 2231322
11337;10028;14.12.2025;-265,82;Rechnung 2024-0980, Rückfragen unter (055) 3054326
11680;10651;27.03.2025;-802,17;Rückzahlung an claudia.jahnke@beispiel-firma.de
12310;10567;01.10.2025;4314,72;"Miete Juli; Konto DE39999999990000010567"
14928;10434;18.08.2025;-8,67;Gutschrift Vorgang 5050
14753;10805;04.05.2025;7794,61;Rückzahlung an heike.kettenbach@beispiel-firma.de
14893;10294;29.04.2025;-1778,38;Dauerauftrag Juli
11435;10063;13.11.2025;5238,25;Rechnung 2024-0561, Rückfragen unter (054) 3316722
11890;10091;31.05.2025;1007,77;Beitrag November – Kundennummer 10091
14704;10105;23.04.2025;2680,32;Dauerauftrag Mai
10791;10098;25.07.2025;8708,98;Lastschrift DE20999999990000010098
14277;10651;17.12.2025;728,18;Dauerauftrag September
13927;10812;29.12.2025;4388,17;Rechnung 2024-2615, Rückfragen unter 0668/474264-40
10707;10490;15.04.2025;-2848,11;Beitrag Oktober – Kundennummer 10490
13710;10756;17.05.2025;104,14;Beitrag Oktober – Kundennummer 10756
11239;10063;24.05.2025;5969,67;Lastschrift DE75999999990000010063
15005;10588;02.08.2025;7669,22;Lastschrift DE60999999990000010588
10077;10378;14.02.2025;6107,54;"Miete August; Konto DE30999999990000010378"
10140;10686;08.06.2025;4280,93;Rückzahlung an bernd.reinsberg@beispiel-firma.de
12226;10833;10.06.2025;148,07;Lastschrift DE35999999990000010833
12408;10798;22.12.2025;6434,35;Beitrag Januar – Kundennummer 10798
13892;10749;02.06.2025;1265,62;Überweisung an Anja Dettmer
11407;10686;01.05.2025;7040,45;Beitrag Februar – Kundennummer 10686
15803;10679;01.05.2025;-10,99;Überweisung an Anja Steinkamp
11113;10357;12.09.2025;7155,69;Beitrag Juli – Kundennummer 10357
11827;10112;16.05.2025;-631,49;"Miete Mai; Konto DE34999999990000010112"
13220;10280;07.10.2025;1904,70;Dauerauftrag Dezember
12450;10658;30.04.2025;2479,76;Beitrag März – Kundennummer 10658
15131;10042;07.03.2025;2570,57;Lastschrift DE54999999990000010042
12849;10679;02.10.2025;3333,69;Überweisung an Anja Steinkamp
12569;10175;06.06.2025;926,87;Gutschrift Vorgang 8544
13080;10791;03.02.2025;7152,38;"Miete November; Konto DE83999999990000010791"
10889;10301;14.08.2025;8638,88;Dauerauftrag September
15754;10098;10.03.2025;5297,44;Rechnung 2024-6590, Rückfragen unter +49 74 99994161
12002;10168;01.02.2025;-2160,79;Gutschrift Vorgang 3202
12898;10742;17.05.2025;2691,40;Gutschrift Vorgang 2697
15712;10441;18.09.2025;7,70;Gutschrift Vorgang 9586
15418;10161;10.11.2025;800,26;Rückzahlung an claudia.muehlbauer@beispiel-firma.de
15390;10756;21.08.2025;6709,06;Rechnung 2024-4279, Rückfragen unter 0417/282553-17
10259;10777;25.04.2025;4265,56;Lastschrift DE69999999990000010777
14634;10595;10.09.2025;8673,94;Dauerauftrag September
10658;10294;04.11.2025;8282,69;Lastschrift DE36999999990000010294
11505;10567;27.06.2025;-2904,45;Beitrag August – Kundennummer 10567
15068;10161;11.02.2025;1306,06;Rückzahlung an claudia.muehlbauer@beispiel-firma.de
15033;10021;20.06.2025;8626,45;Rechnung 2024-1600, Rückfragen unter (050) 8781818
12835;10742;10.10.2025;-1569,80;Dauerauftrag Juni
14585;10210;24.08.2025;2762,99;Beitrag Oktober – Kundennummer 10210
10049;10630;08.07.2025;5442,72;Rückzahlung an ingo.niederegger@beispiel-firma.de
12212;10630;13.10.2025;-2087,85;Beitrag Mai – Kundennummer 10630
12849;10126;05.07.2025;-897,09;"Miete September; Konto DE48999999990000010126"
10126;10497;04.09.2025;-1058,47;"Miete Oktober; Konto DE59999999990000010497"
13332;10091;22.05.2025;8028,49;Überweisung an Birgit Thelen
10021;10497;07.11.2025;-2245,44;Beitrag Dezember – Kundennummer 10497
11316;10658;11.05.2025;1803,78;Gutschrift Vorgang 1616
10175;10224;12.07.2025;-1620,12;Rückzahlung an peter.cordes@beispiel-firma.de
12317;10455;29.09.2025;6978,73;Dauerauftrag Juli
15537;10553;01.08.2025;5106,26;Rückzahlung an gisela.thelen@beispiel-firma.de
12219;10462;24.11.2025;5634,17;Rückzahlung an olaf.baumgartner@beispiel-firma.de
12625;10525;25.02.2025;73,71;"Miete Januar; Konto DE87999999990000010525"
11519;10455;03.06.2025;1045,40;Gutschrift Vorgang 7896
13661;10560;25.04.2025;851,98;Dauerauftrag März
13423;10315;19.01.2025;5712,19;Dauerauftrag Juni
12317;10063;09.03.2025;-2113,13;Rechnung 2024-9707, Rückfragen unter (054) 3316722
10714;10756;13.01.2025;6726,95;"Miete Mai; Konto DE48999999990000010756"
14550;10028;28.01.2025;3925,77;Überweisung an Norbert Zangerle
13962;10021;15.08.2025;8663,72;"Miete Februar; Konto DE33999999990000010021"
14599;10784;25.09.2025;262,25;Dauerauftrag Mai
13710;10007;24.12.2025;-288,77;Gutschrift Vorgang 5677
12198;10126;27.04.2025;2956,79;Rückzahlung an norbert.hasselbach@beispiel-firma.de
11666;10511;19.03.2025;-413,87;Lastschrift DE73999999990000010511
11862;10679;07.09.2025;8554,12;Rechnung 2024-2018, Rückfragen unter 0791/809370-64
12499;10476;29.09.2025;5316,62;Gutschrift Vorgang 1283
13591;10133;18.09.2025;8536,29;Überweisung an Gisela Vollmering
10175;10609;09.07.2025;6135,12;Überweisung an Elke Vollmering
11491;10497;07.12.2025;540,49;Beitrag Juni – Kundennummer 10497
13815;10126;26.03.2025;5548,86;Beitrag Juni – Kundennummer 10126
14515;10777;29.09.2025;6192,73;Lastschrift DE69999999990000010777
11386;10742;29.10.2025;-1186,50;"Miete Januar; Konto DE34999999990000010742"
11736;10672;15.06.2025;-580,28;Überweisung an Frank Niederegger
13640;10182;01.08.2025;-2457,18;Lastschrift DE14999999990000010182
10133;10119;05.02.2025;6369,69;Überweisung an Monika Fassbender
10973;10399;23.10.2025;5515,00;"Miete Juli; Konto DE51999999990000010399"
13703;10518;27.02.2025;6300,13;Beitrag November – Kundennummer 10518
12184;10224;27.03.2025;1990,77;Lastschrift DE56999999990000010224
11092;10721;08.09.2025;-1806,85;"Miete April; Konto DE13999999990000010721"
10665;10742;30.05.2025;3210,23;Überweisung an Frank Jahnke
11848;10210;18.12.2025;-1114,00;Dauerauftrag Februar
10175;10084;11.07.2025;469,53;Lastschrift DE06999999990000010084
10000;10728;05.03.2025;-2997,92;Rechnung 2024-3228, Rückfragen unter +49 89 75287936
14235;10448;13.12.2025;3703,20;Beitrag Juli – Kundennummer 10448
15719;10679;06.10.2025;7025,14;Lastschrift DE61999999990000010679
13087;10364;23.03.2025;-57,60;Beitrag Juli – Kundennummer 10364
10504;10637;18.04.2025;6935,97;Rückzahlung an irene.hasselbach@beispiel-firma.de
10448;10035;12.01.2025;4124,28;Rückzahlung an anja.gruenwald@beispiel-firma.de
13087;10490;21.03.2025;4249,05;Gutschrift Vorgang 1431
12905;10490;01.09.2025;3136,93;Lastschrift DE52999999990000010490
15747;10805;05.03.2025;3887,79;"Miete Mai; Konto DE07999999990000010805"
13780;10511;09.03.2025;8930,55;Dauerauftrag September
10658;10637;05.06.2025;-2931,73;Gutschrift Vorgang 9843
10091;10721;12.10.2025;4761,52;Überweisung an Jutta Obermeier
13507;10406;08.11.2025;2116,33;Rückzahlung an klaus.thelen@beispiel-firma.de
15425;10434;17.02.2025;4876,81;Rückzahlung an peter.dettmer@beispiel-firma.de
15278;10350;28.01.2025;7445,34;Rechnung 2024-2608, Rückfragen unter +49 71 52489613
13108;10203;08.10.2025;5865,28;"Miete Juli; Konto DE35999999990000010203"
10595;10154;19.03.2025;5260,82;"Miete März; Konto DE76999999990000010154"
13248;10322;26.01.2025;8772,06;Gutschrift Vorgang 3073
10357;10378;12.01.2025;7371,53;"Miete Februar; Konto DE30999999990000010378"
11505;10252;09.06.2025;8205,20;Dauerauftrag Februar
12443;10455;08.10.2025;-362,82;"Miete März; Konto DE17999999990000010455"
10574;10098;06.05.2025;7300,13;"Miete März; Konto DE20999999990000010098"
11876;10735;19.06.2025;5472,93;Beitrag August – Kundennummer 10735
12639;10224;14.07.2025;5450,42;Rückzahlung an peter.cordes@beispiel-firma.de
11904;10329;26.12.2025;-2289,83;"Miete Juli; Konto DE71999999990000010329"
10315;10168;15.11.2025;2587,17;Rückzahlung an ingo.thelen@beispiel-firma.de
15544;10784;19.08.2025;8763,56;Beitrag Oktober – Kundennummer 10784
13122;10784;06.07.2025;-2412,47;Rückzahlung an lars.zangerle@beispiel-firma.de
14347;10434;18.02.2025;7227,51;Gutschrift Vorgang 0509
13192;10168;16.03.2025;-625,63;Rechnung 2024-2803, Rückfragen unter (045) 5403060
11225;10805;21.10.2025;2005,54;Gutschrift Vorgang 7521
12709;10028;23.08.2025;6544,97;Gutschrift Vorgang 0913
12786;10238;18.08.2025;2281,77;Überweisung an Holger Baumgartner
10364;10819;21.02.2025;6838,78;Dauerauftrag April
10637;10084;09.06.2025;5284,24;Gutschrift Vorgang 7006
11106;10161;19.12.2025;759,52;Beitrag August – Kundennummer 10161
10679;10567;04.07.2025;5104,26;Rechnung 2024-0640, Rückfragen unter (049) 3616680
10651;10294;01.07.2025;3877,02;Lastschrift DE36999999990000010294
12149;10385;04.01.2025;8581,17;Lastschrift DE37999999990000010385
15796;10623;05.06.2025;4819,52;"Miete März; Konto DE05999999990000010623"
11617;10098;07.05.2025;6043,42;Beitrag März – Kundennummer 10098
12863;10826;09.02.2025;8660,19;Dauerauftrag Oktober
11603;10049;03.05.2025;1392,70;Rechnung 2024-6159, Rückfragen unter 0604/480379-11
11533;10490;05.06.2025;5051,38;Rechnung 2024-3885, Rückfragen unter 0730/510987-53
10651;10413;30.12.2025;6667,59;Rückzahlung an nadine.thelen@beispiel-firma.de
14235;10784;09.01.2025;6465,38;Beitrag Februar – Kundennummer 10784
13843;10833;21.07.2025;5159,55;Überweisung an Anja Grünwald
13612;10266;19.06.2025;5575,99;Lastschrift DE08999999990000010266
15691;10413;14.07.2025;1661,89;"Miete September; Konto DE65999999990000010413"
13948;10798;15.12.2025;4541,01;Lastschrift DE90999999990000010798
12436;10133;09.06.2025;6003,95;Dauerauftrag April
12030;10651;17.02.2025;4101,91;Überweisung an Claudia Jahnke
15635;10658;28.12.2025;-2287,86;Lastschrift DE40999999990000010658
12380;10224;24.09.2025;2417,85;Dauerauftrag März
12996;10070;15.10.2025;1174,31;Beitrag November – Kundennummer 10070
12611;10434;12.11.2025;1599,78;Überweisung an Peter Dettmer
11267;10014;19.12.2025;5102,98;Lastschrift DE26999999990000010014
14438;10581;20.10.2025;-1247,19;"Miete Juli; Konto DE53999999990000010581"
11484;10077;23.09.2025;8856,64;Überweisung an Renate Thelen
14235;10756;13.11.2025;8545,34;Rückzahlung an andreas.niederegger@beispiel-firma.de
13682;10595;15.01.2025;2185,48;Lastschrift DE67999999990000010595
14032;10546;20.06.2025;8926,40;Gutschrift Vorgang 1305
13955;10217;05.04.2025;5668,11;Gutschrift Vorgang 4898
11631;10161;15.10.2025;3572,51;Rechnung 2024-4732, Rückfragen unter (065) 2231322
10154;10189;02.04.2025;2657,13;Überweisung an Monika Mühlbauer
12695;10602;24.10.2025;5320,13;Lastschrift DE74999999990000010602
12331;10077;20.03.2025;5835,53;Gutschrift Vorgang 3168
13206;10182;23.10.2025;-1073,24;Dauerauftrag Mai
15005;10119;25.12.2025;1445,03;"Miete Juli; Konto DE41999999990000010119"
15026;10112;10.11.2025;3388,36;Rückzahlung an peter.quandtner@beispiel-firma.de
11162;10630;31.01.2025;8716,20;Rückzahlung an ingo.niederegger@beispiel-firma.de
10791;10588;23.03.2025;2968,33;Beitrag November – Kundennummer 10588
11176;10630;31.01.2025;8341,44;Lastschrift DE12999999990000010630
14914;10728;27.07.2025;1707,80;"Miete Juli; Konto DE20999999990000010728"
11407;10042;05.10.2025;940,79;Beitrag Juni – Kundennummer 10042
13892;10742;15.06.2025;4462,61;"Miete Februar; Konto DE34999999990000010742"
11414;10588;01.03.2025;-1183,87;Dauerauftrag April
13234;10049;30.11.2025;8725,23;Beitrag Februar – Kundennummer 10049
15054;10574;03.11.2025;-289,01;Dauerauftrag September
13031;10497;03.06.2025;6788,05;Beitrag Mai – Kundennummer 10497
14312;10686;11.07.2025;7095,52;Rechnung 2024-7036, Rückfragen unter +49 32 75316739
11981;10602;30.09.2025;-363,14;"Miete April; Konto DE74999999990000010602"
14417;10434;14.01.2025;4042,60;Dauerauftrag Februar
14753;10105;06.04.2025;753,88;Rückzahlung an lena.kettenbach@beispiel-firma.de
13843;10812;01.08.2025;-268,27;Rückzahlung an lars.quandtner@beispiel-firma.de
15453;10035;27.02.2025;6388,22;Lastschrift DE47999999990000010035
15530;10287;28.10.2025;-2051,28;Überweisung an Gisela Steinkamp
10693;10567;08.02.2025;-1120,66;Überweisung an Irene Zangerle
10378;10644;16.03.2025;2703,37;Überweisung an Olaf Kettenbach
15012;10735;30.12.2025;-474,92;Dauerauftrag April
13934;10511;02.02.2025;-1663,04;Gutschrift Vorgang 6946
10210;10350;24.01.2025;6167,70;Beitrag Juni – Kundennummer 10350
13661;10427;14.12.2025;3840,00;Beitrag Mai – Kundennummer 10427
10189;10595;15.09.2025;8659,52;Lastschrift DE67999999990000010595
14270;10063;05.04.2025;1225,17;Dauerauftrag November
11967;10056;18.11.2025;-2678,56;Gutschrift Vorgang 5545
12576;10644;27.05.2025;6250,64;Beitrag Mai – Kundennummer 10644
13983;10007;17.04.2025;5695,67;Rückzahlung an irene.baumgartner@beispiel-firma.de
15712;10672;21.02.2025;11,37;"Miete Juli; Konto DE54999999990000010672"
10343;10336;14.12.2025;3030,99;Gutschrift Vorgang 8584
15299;10672;12.12.2025;156,00;"Miete Februar; Konto DE54999999990000010672"
15831;10259;18.07.2025;-1029,88;Beitrag August – Kundennummer 10259
11316;10259;07.01.2025;3511,59;Lastschrift DE91999999990000010259
11449;10140;15.12.2025;-1083,35;Lastschrift DE62999999990000010140
11806;10378;16.01.2025;961,83;Beitrag Januar – Kundennummer 10378
13703;10658;09.10.2025;5138,45;Rechnung 2024-0050, Rückfragen unter +49 54 21773045
14949;10651;11.04.2025;6676,55;Gutschrift Vorgang 9929
10399;10812;08.10.2025;709,33;Rückzahlung an lars.quandtner@beispiel-firma.de
10756;10196;23.01.2025;6704,31;Überweisung an Gerd Reinsberg
15551;10385;29.07.2025;341,40;"Miete April; Konto DE37999999990000010385"
11099;10770;23.01.2025;2384,08;Gutschrift Vorgang 4780
11239;10371;20.10.2025;-1412,03;"Miete Oktober; Konto DE23999999990000010371"
13353;10819;12.07.2025;6542,80;"Miete Juli; Konto DE21999999990000010819"
13836;10756;21.10.2025;1609,19;Überweisung an Andreas Niederegger
14886;10406;10.10.2025;-2185,21;Rückzahlung an klaus.thelen@beispiel-firma.de
10567;10483;30.08.2025;-994,51;Gutschrift Vorgang 5429
11841;10357;14.01.2025;-1826,91;Beitrag Dezember – Kundennummer 10357
14550;10742;19.07.2025;7378,49;Gutschrift Vorgang 2967
10847;10266;12.12.2025;7921,34;Rechnung 2024-9577, Rückfragen unter 0448/718108-47
12989;10756;17.10.2025;-1818,88;Dauerauftrag Januar
12765;10063;30.04.2025;6851,60;Dauerauftrag Oktober
10315;10294;18.06.2025;-499,73;Beitrag Januar – Kundennummer 10294
11526;10567;10.05.2025;6211,93;Beitrag Oktober – Kundennummer 10567
15558;10070;29.09.2025;6325,82;Rückzahlung an martin.baumgartner@beispiel-firma.de
15551;10259;27.06.2025;1910,48;Beitrag Dezember – Kundennummer 10259
13983;10420;04.07.2025;5845,65;Überweisung an Gerd Thelen
11078;10308;23.09.2025;2939,98;Beitrag Dezember – Kundennummer 10308
13703;10805;11.03.2025;1621,16;Dauerauftrag April
11750;10623;27.06.2025;-2827,26;Rückzahlung an nadine.wachsmuth@beispiel-firma.de
14403;10091;22.10.2025;5221,84;Gutschrift Vorgang 8953
10966;10084;23.02.2025;-1139,45;Beitrag Dezember – Kundennummer 10084
11491;10469;04.09.2025;7804,26;"Miete Januar; Konto DE31999999990000010469"
13682;10791;12.03.2025;3648,33;Lastschrift DE83999999990000010791
14389;10007;12.08.2025;8677,27;Dauerauftrag Juni
11596;10287;12.01.2025;3051,50;Rückzahlung an gisela.steinkamp@beispiel-firma.de
14949;10371;05.09.2025;5902,26;Überweisung an Birgit Steinkamp
12177;10056;22.02.2025;6568,15;Dauerauftrag Oktober
11876;10357;03.08.2025;3892,08;Gutschrift Vorgang 2212
13696;10819;04.03.2025;-1786,26;Überweisung an Gisela Thelen
15565;10070;11.05.2025;4259,71;Rückzahlung an martin.baumgartner@beispiel-firma.de
15656;10469;15.07.2025;3800,51;"Miete Oktober; Konto DE31999999990000010469"
10028;10133;05.12.2025;-279,36;"Miete März; Konto DE55999999990000010133"
11610;10182;09.03.2025;-1564,67;Lastschrift DE14999999990000010182
12296;10126;04.05.2025;-1672,77;Rechnung 2024-9736, Rückfragen unter 0779/709203-29
13248;10462;15.11.2025;690,78;Lastschrift DE24999999990000010462
13934;10742;26.08.2025;2453,41;"Miete Dezember; Konto DE34999999990000010742"
12688;10014;22.09.2025;128,56;Gutschrift Vorgang 5190
10434;10224;25.09.2025;5143,19;Überweisung an Peter Cordes
15327;10126;18.11.2025;-581,65;Überweisung an Norbert Hasselbach
12562;10098;19.12.2025;-1976,61;Lastschrift DE20999999990000010098
15607;10175;14.11.2025;7503,40;"Miete September; Konto DE07999999990000010175"
11057;10350;17.03.2025;2689,39;Gutschrift Vorgang 4306
11792;10441;18.03.2025;651,88;Rückzahlung an elke.niederegger@beispiel-firma.de
12254;10784;29.01.2025;-653,29;Überweisung an Lars Zangerle
12198;10679;14.06.2025;-2287,68;Rechnung 2024-7643, Rückfragen unter 0791/809370-64
11547;10763;09.07.2025;5770,84;Überweisung an Doris Wachsmuth
13367;10378;12.10.2025;4127,87;Gutschrift Vorgang 5856
14676;10224;20.04.2025;2593,71;Lastschrift DE56999999990000010224
14053;10798;23.07.2025;5428,84;Rechnung 2024-8474, Rückfragen unter +49 72 40983425
10455;10630;20.02.2025;8180,01;Gutschrift Vorgang 3614
10273;10805;19.08.2025;541,45;Dauerauftrag Juni
13325;10364;13.03.2025;8254,32;Rechnung 2024-0957, Rückfragen unter +49 37 95474822
14298;10308;20.09.2025;1497,93;"Miete Juni; Konto DE50999999990000010308"
15418;10154;20.08.2025;5639,67;Rechnung 2024-1759, Rückfragen unter 0768/847736-82
10063;10154;13.06.2025;3753,34;Gutschrift Vorgang 1758
13157;10364;12.07.2025;1454,58;Lastschrift DE16999999990000010364
10504;10707;19.10.2025;831,81;"Miete Juli; Konto DE89999999990000010707"
11120;10595;24.06.2025;-2636,17;Beitrag Februar – Kundennummer 10595
13941;10826;13.10.2025;8057,57;Gutschrift Vorgang 6893
10329;10091;25.01.2025;1288,89;Rückzahlung an birgit.thelen@beispiel-firma.de
10896;10441;12.10.2025;1899,14;Lastschrift DE03999999990000010441
11596;10539;19.08.2025;-2095,08;Beitrag September – Kundennummer 10539
12212;10441;21.05.2025;-2112,76;Lastschrift DE03999999990000010441
15537;10112;29.03.2025;4698,58;Lastschrift DE34999999990000010112
13038;10266;23.10.2025;5243,32;Lastschrift DE08999999990000010266
14984;10119;26.07.2025;-383,21;Überweisung an Monika Fassbender
15005;10574;14.06.2025;-2143,91;Rechnung 2024-8118, Rückfragen unter +49 73 81194342
10938;10231;09.04.2025;3979,24;Rückzahlung an franziska.achterberg@beispiel-firma.de
15481;10231;09.04.2025;2310,08;Rückzahlung an franziska.achterberg@beispiel-firma.de
10126;10217;07.11.2025;4289,55;Dauerauftrag September
15222;10364;08.12.2025;-32,27;Rückzahlung an norbert.thelen@beispiel-firma.de
13913;10133;21.10.2025;8893,81;Überweisung an Gisela Vollmering
11225;10420;11.10.2025;8954,90;Dauerauftrag September
10861;10035;29.04.2025;3704,01;Überweisung an Anja Grünwald
15467;10357;06.03.2025;4254,21;Beitrag November – Kundennummer 10357
11421;10014;18.09.2025;4141,48;"Miete März; Konto DE26999999990000010014"
11617;10483;07.06.2025;-748,08;Dauerauftrag Dezember
13934;10581;22.08.2025;8865,30;Dauerauftrag April
11372;10105;08.09.2025;6030,61;Dauerauftrag April
10525;10707;02.04.2025;-2936,40;Lastschrift DE89999999990000010707
14886;10161;19.03.2025;-2486,46;Lastschrift DE83999999990000010161
10196;10371;14.10.2025;1243,28;Lastschrift DE23999999990000010371
13598;10763;21.12.2025;4314,35;Überweisung an Doris Wachsmuth
13311;10014;17.02.2025;-939,57;"Miete Juli; Konto DE26999999990000010014"
13892;10749;13.01.2025;-230,73;Dauerauftrag Januar
14921;10532;13.12.2025;6054,18;Rückzahlung an peter.baumgartner@beispiel-firma.de
10903;10287;10.01.2025;1480,12;Überweisung an Gisela Steinkamp
11988;10651;16.02.2025;-2703,74;Rechnung 2024-7818, Rückfragen unter +49 35 80365538
12135;10231;21.03.2025;8751,19;Dauerauftrag Juli
13948;10707;17.02.2025;3747,28;Rückzahlung an birgit.baumgartner@beispiel-firma.de
12926;10693;19.03.2025;8630,66;Überweisung an Doris Kettenbach
15390;10588;23.05.2025;592,60;Lastschrift DE60999999990000010588
15243;10623;03.11.2025;7421,22;Beitrag November – Kundennummer 10623
14032;10497;10.04.2025;8351,92;Gutschrift Vorgang 3801
12786;10119;12.03.2025;-1695,13;Gutschrift Vorgang 7628
11183;10203;21.09.2025;2898,71;Lastschrift DE35999999990000010203
12156;10574;07.11.2025;1805,24;Lastschrift DE46999999990000010574
